module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
AHC,TC_124,,Masters->Identify PackageVisits,Verify Identify PackageVisits map screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Identify PackageVisits
5.Select Location from the drop down
6.Select Package from the drop down
7.Click on Map button
8.Click on View (if required)",Package visits mapped successfully,Manual,P4,Sankar,Low,V2,Function 
AHC,TC_125,,Masters->Identify PackageVisits,Verify Identify PackageVisits screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Identify PackageVisits
5.Click on Package Visits link
6.Select Location from the drop down
7.Select Package from the drop down
8.Select Yes,No for Is Diabetic as per patient
9.Observe package and visits information 
10.Click on Add button
11.Click on Submit button
12.Click on view button(if required)",,Manual,P4,Sankar,Low,V10,Function 
AHC,TC_126,,Masters->Systems->Save,Verify Systems screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Enter System name in edit box
6.Select SystemicReview or ChiefComplaint check box 
6.Click on save button
7.Click on View button (if required)
8.Click on clear button(if required)
",System feature should add,Manual,P4,Sankar,Low,V9,Function 
AHC,TC_127,,Masters->Systems->Update,Verify System Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on Update button for SystemName ex: Skin,ENT etc
6.Modify details like select check box/uncheck for SystemicReview or ChiefComplaint 
7.Click on Save button",Systemic details should get update,Manual,P4,Sankar,Low,V16,Function 
AHC,TC_128,Transaction data should not be available,Masters->Systems->Delete,Verify System delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on delete button for SystemName ex: Skin,ENT etc
6.Click ""Ok"" for alert Are you sure you want to delete this record ENT
",Systemic details should get delete ,Manual,P4,Sankar,Low,V9,Function 
AHC,TC_129,,Masters->Systems->System-Symptom Master,Verify System-Symptom Master screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on System-Symptom  link
6.Select System Name from the drop down
7.Select the checkbox for Existing Symptoms
8.Click on Save button
9.Click on View or clear (if required)",System-Symptom should get saved,Manual,P4,Sankar,Low,V11,Function 
AHC,TC_130,,Masters->Systems->Create New Symptom,Verify Create New Symptom ,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on System-Symptom  link
6.Click on Create new symptom link
7.Enter Symptom name in edit box
8.Select control type from the drop down
9.Select Yes,No for Bold
10.Select Yes,No for Display in Summary
11.Select Yes,No for Mandatory
12.Select Yes,No for Extract from last history
13.Click on Save Symptom
14.Click on View Symptom or clear (if required)
15.Click on close ",New Symptom should get created,Manual,P4,Sankar,Low,V12,Function 
AHC,TC_131,,Masters->Systems->Create New Symptom->Update,Verify Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on System-Symptom  link
6.Click on Create new symptom link
7.Click on Update in the table
8.Select symptom name,Control type or other feature and do the changes
9.Click on Update symptom
10.Click on View symptom or cancel(if required)",Record should get update,Manual,P4,Sankar,Low,V2,Function 
AHC,TC_132,Transaction data should not be available,Masters->Systems->Create New Symptom->delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on System-Symptom  link
6.Click on Create new symptom link
7.Click on delete in the table 
8.Click OK or cancel for Relation With System Exists Are you sure you want to delete this record - alert",Record should get delete,Manual,P4,Sankar,Low,V3,Function 
AHC,TC_133,,Masters->Systems->Symptom-Attribute Master,Verify Symptom-Attribute Master screen,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on Symptom-Attribute  link
6.Select System Name from the drop down
7.Select the checkbox for Existing Attributes
8.Click on Save button
9.Click on View or clear (if required)",Symptom-Attribute Master should save data,Manual,P4,Sankar,Low,V7,Function 
AHC,TC_134,,Masters->Systems->Symptom-Attribute Master->Create New attribute,Verify Create New attribute feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on Symptom-Attribute link
6.Click on Create new Attribute link
7.Enter Attribute name in edit box
8.Select control type from the drop down
9.Select Color and click on Pick button and choose colors
10.Select Yes,No for Bold
11.Select Yes,No for Display in Summary
12.Select Yes,No for Mandatory
13.Select Yes,No for Extract from last history
14.Click on Save Attribute 
15.Click on View Attribute  or clear (if required)
16.Click on close ",New Attribute should get created,Manual,P4,Sankar,Low,V13,Function 
AHC,TC_135,,Masters->Systems->Symptom-Attribute Master->Create New attribute-Update,Verify Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on Symptom-Attribute link
6.Click on Create new Attribute link
7.Click on update in the table
8.Modify Attribute name,	Attribute value,Control type etc
9.Click on Update Attribute 
10.Click on View attribute or cancel (if required)",Record should get update,Manual,P4,Sankar,Low,V14,Function 
AHC,TC_136,Transaction data should not be available,Masters->Systems->Symptom-Attribute Master->Create New attribute->Delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Systems
5.Click on Symptom-Attribute link
6.Click on Create new Attribute link
7.Click on delete in table
8.Click OK or cancel for Relation With System Exists Are you sure you want to delete this record - alert",Record should get delete,Manual,P4,Sankar,Low,V5,Function 
AHC,TC_137,,Masters->Presentknownillness System,Verify Presentknownillness System feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Enter Presentknownillness System details in edit box
6.Click on Save button
7.Click on View or clear( if required)",Presentknownillness System details should get saved,Manual,P4,Sankar,Low,V10,Function 
AHC,TC_138,,Masters->Presentknownillness System-Update,Verify Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on update in the table
6.Edit Presentknownillness System details 
7.Click on update button
8.Click on View or clear( if required)",Record should get update,Manual,P4,Sankar,Low,V11,Function 
AHC,TC_139,,Masters->Presentknownillness System->delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on delete in the table
6.Click on ok or cancel buttons for ""Are you sure you want to delete this record Present known illness"" alert as required",Record should get delete,Manual,P4,Sankar,Low,V3,Function 
AHC,TC_140,,Masters->Presentknownillness System->System symptom,Verify system symptom feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on system symptom link
6.Select Present Known Illness System from the drop down
7.Select Existing Parameters check boxes as required from the drop down
8.Click on save button
9.Click on view or clear (if required)",,Manual,P4,Sankar,Low,V15,Function 
AHC,TC_141,,Masters->Presentknownillness System->System symptom->Create New parameter,Verify Create new parameter feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on system symptom link
6.Click on Create New parameter
7.Enter Parameter name in edit box
8.Select control type from the drop down
9.Select Yes,No for Bold
10.Select Yes,No for Display in Summary
11.Select Yes,No for Mandatory
12.Select Yes,No for Extract from last history
13.Click on Save Symptom
14.Click on View Symptom or clear (if required)
15.Click on close ",New parameter should get saved,Manual,P4,Sankar,Low,V16,Function 
AHC,TC_142,Transaction data should not be available,Masters->Presentknownillness System->System symptom->Create New parameter->delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on system symptom link
6.Click on Create New parameter
7.Click on delete in table
8.Click ""ok"" or Cancel button as required for alert ""Relation With System Exists Are you sure you want to delete this record AIDS""",Record should get delete,Manual,P4,Sankar,Low,V13,Function 
AHC,TC_143,,Masters->Presentknownillness System->Symptom Attribute,Verify Symptom Attribute feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on Symptom Attribute link
6.Select Parameter name from the drop down
7.Select Existing Attributes checkboxes
8.Click on Save button
9.Click on View or clear(if required)",Symptom Attribute details should get saved,Manual,P4,Sankar,Low,V16,Function 
AHC,TC_144,,Masters->Presentknownillness System->Symptom Attribute->Parameter,Verify Parameter feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on Symptom Attribute link
6.Click on parameter column ""+"" button in table
7.Click on delete button",Parameter should get deleted,Manual,P4,Sankar,Low,V4,Function 
AHC,TC_145,,Masters->Presentknownillness System->Symptom Attribute->Create New Attribute,Verify Create New attribute feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on Symptom Attribute link
6.Click on Create new Attribute link
7.Enter Attribute name in edit box
8.Select control type from the drop down
9.Select Color and click on Pick button and choose colors
10.Select Yes,No for Bold
11.Select Yes,No for Display in Summary
12.Select Yes,No for Mandatory
13.Select Yes,No for Extract from last history
14.Click on Save Attribute 
15.Click on View Attribute  or clear (if required)
16.Click on close ",New Attribute should get created,Manual,P4,Sankar,Low,V15,Function 
AHC,TC_146,,Masters->Presentknownillness System->Symptom Attribute->Create New Attribute->update,Verify Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on Symptom Attribute link
6.Click on Create new Attribute link
7.Click on update in the table
8.Modify Attribute name,	Attribute value,Control type etc
9.Click on Update Attribute 
10.Click on View attribute or cancel (if required)",Record should get update,Manual,P4,Sankar,Low,V13,Function 
AHC,TC_147,,Masters->Presentknownillness System->Symptom Attribute->Create New Attribute->delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Presentknownillness System
5.Click on Symptom Attribute link
6.Click on Create new Attribute link
7.Click on delete in table
8.Click OK or cancel for Relation With System Exists Are you sure you want to delete this record - alert",Record should get delete,Manual,P4,Sankar,Low,V16,Function 
AHC,TC_148,,Masters->Physical System,Verify Physical System feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Physical System
5.Enter Physical Systemic details
6.Click on save button
7.Click on view or clear (if required)
",Physical System  details should get saved,Manual,P4,Sankar,Low,V6,Function 
AHC,TC_149,,Masters->Physical System->update,Verify Update feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Physical System
5.Click on update icon in table
",record should get update,Manual,P4,Sankar,Low,V16,Function 
AHC,TC_150,Transaction data should not be available,Masters->Physical System->delete,Verify delete feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Physical System
5.Click on delete icon in table
6.Click on ""Ok"" for Are you sure you want to delete this record Abdomen ",Record should get delete,Manual,P4,Sankar,Low,V14,Function 
AHC,TC_151,,Masters->Physical System-->Physical system parameter,Verify system symptom feature,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AHC from drop down.
4.Navigate to Functions -> Masters->Physical System
5.Click on Physical system parameter link
6.Select Physical System from the drop down
7.Select Existing Parameters check boxes as required from the drop down
8.Click on save button
9.Click on view or clear (if required)",Physical System parameter should get saved,Manual,P4,Sankar,Low,V9,Function 
AT(Admission Module),TC_152,,Bed Setup - Building Master - Save,Verify User is able to add Building Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Building Master
5. Enter Building Code, Building Name , Building Description, Select inactive or Active Radio Button and click on Save",User should be able to add Building Details,Manual,P4,Prabakaran,Low,V12,Function 
AT(Admission Module),TC_153,,Bed Setup - Building Master - View,Verify User is able to View Building Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Building Master
5. Enter Building Code or Building Name   click on View button",User should be able to view Building Details,Manual,P4,Prabakaran,Low,V8,Function 
AT(Admission Module),TC_154,,Bed Setup - Location Master - Save,Verify User is able to add Location Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Location Master
5. Enter Location Name , Level Name,  and click on Save",User should be able to Save new Location Details,Manual,P4,Prabakaran,Low,V5,Function 
AT(Admission Module),TC_155,,Bed Setup - Location Master - View,Verify User is able to View Location Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Location Master
5. Enter Location Name , Level Name and  click on View Button",User should be able to View Location Details,Manual,P4,Prabakaran,Low,V12,Function 
AT(Admission Module),TC_156,Building Name,Bed Setup - Block Master - Save,Verify User is able to Save Block Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Block Master
5. Select Building from drop down.
6.Enter Block Name , Block Code, Block Description, Select Active or Inactive and click on Save",User should be able to save new Block Details,Manual,P4,Prabakaran,Low,V4,Function 
AT(Admission Module),TC_157,Building Name,Bed Setup - Block Master - View,Verify User is able to View Block Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Block Master
5. Select Building from drop down.
6.Enter Block Name , Block Code and click on View Button",User should be able to View Block Details,Manual,P4,Prabakaran,Low,V1,Function 
AT(Admission Module),TC_158,"Building Name
Block Name",Bed Setup - Floor Master - Save,Verify User is able to Save Floor Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Floor Master
5.Select Building and Block from Drop down, enter Floor Name and click on Save",User should be able to add new Floor Details,Manual,P4,Prabakaran,Low,V3,Function 
AT(Admission Module),TC_159,"Building Name
Block Name",Bed Setup - Floor Master - View,Verify User is able to View Floor Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Floor Master
5.Select Building and Block from Drop down, enter Floor Name and click on View ",User should be able to view Floor Details,Manual,P4,Prabakaran,Low,V18,Function 
AT(Admission Module),TC_160,"Building Name
Block Name
Floor Name",Bed Setup - Ward Master - Save,Verify User is able to Save Ward Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Ward Master
5. Select Building, Block, Floor, Ward Type, Ward Category.
6.Enter Ward code, Ward Name, Ward Description, Select state as active or inactive.
7.Click on Change child Check box.
8.Click on Save button.",User should be able to save new Ward Details,Manual,P4,Prabakaran,Low,V1,Function 
AT(Admission Module),TC_161,"Building Name
Block Name
Floor Name",Bed Setup - Ward Master - View,Verify User is able to View Ward Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Ward Master
5. Select Building, Block, Floor, Ward Type, Ward Category.
6.Enter Ward code, Ward Name and Click on View Button",User should be able to view Ward Details,Manual,P4,Prabakaran,Low,V6,Function 
AT(Admission Module),TC_162,"Building Name
Block Name
Floor Name
Ward Name",Bed Setup - Room Master - Save,Verify User is able to Save Room Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Room Master
5.Select Building, Block, Floor, Wards, Room Category, Room Code,Speciality, Room Description, Active or In Active Radio button and  and click on Save",User should be able to Savenew Room Details,Manual,P4,Prabakaran,Low,V18,Function 
AT(Admission Module),TC_163,"Building Name
Block Name
Floor Name
Ward Name",Bed Setup - Room Master - View,Verify User is able to View Room Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Room Master
5.Select Building, Block, Floor, Wards, Room Category and Click on View Button",User should be able to view Room Details,Manual,P4,Prabakaran,Low,V7,Function 
AT(Admission Module),TC_164,,Bed Setup - Category Master - Save,Verify User is able to Save Category Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Category Master
5. Enter Category Type, Category Code, Bed Category, Rank, Sub Category, Enter Description, Select Active or InActive state and click on Save",User should be able to add new Category Details,Manual,P4,Prabakaran,Low,V12,Function 
AT(Admission Module),TC_165,,Bed Setup - Category Master - View,Verify User is able to View Category Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Category Master
5.Enter Category Type, Category Code, Bed Category, Rank, Sub Category and click on View",User should be able to view Category Details,Manual,P4,Prabakaran,Low,V16,Function 
AT(Admission Module),TC_166,"Building Name
Block Name
Floor Name
Ward Name
Room Name
Category Name",Bed Setup - Bed Master - Save,Verify User is able to save Bed Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Bed Master
5. Select Building, Block, Floor, mapping of Bed, Ward, Room, Category Type, Bed Code, Speciality, Bed Type, Enter Description, Extn and Select Active or Inactive and Click on Save button",User should be able to Save new Bed Details,Manual,P4,Prabakaran,Low,V14,Function 
AT(Admission Module),TC_167,"Building Name
Block Name
Floor Name
Ward Name
Room Name
Category Name",Bed Setup - Bed Master - View,Verify User is able to View Bed Details,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Bed Setup -> Bed Master
5. Select Building, Block, Floor, Ward, Room, Category Type, Bed Code, and Click on View button",User should be able to view Bed Details,Manual,P4,Prabakaran,Low,V3,Function 
AT(Admission Module),TC_168,Category Name,Booking Setup - Save,Verify User is able to add Booking Setup,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Booking Setup
5.Select Category 
6.Enter Max Bed, Allowed Booking, Available Booking, Allowed Waiting List, Booking Date and Click on Save Button",User should be able to add new booking Setup,Manual,P4,Prabakaran,Low,V1,Function 
AT(Admission Module),TC_169,Category Name,Booking Setup - View ,Verify User is able to View Booking Setup,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Booking Setup
5.Enter Category and click on view Button",User should be able view Booking Setup,Manual,P4,Prabakaran,Low,V17,Function 
AT(Admission Module),TC_170,,Booking Setup - Update,Verify User is able to Update Booking Setup Info,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Booking Setup
5.Enter Category and click on view Button
6.Click on Update icon
7.Update the Data and click on Update Button.",User should be able to Update Data,Manual,P4,Prabakaran,Low,V1,Function 
AT(Admission Module),TC_171,,Booking Setup - Delete,Verify User is able to Delete Booking Setup Info,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Booking Setup
5.Enter Category and click on view Button
6.Click on Delete icon",User should be able to Delete Data,Manual,P4,Prabakaran,Low,V10,Function 
AT(Admission Module),TC_172,IP number,Dashboard - Cancel IP - Approve,Verify User is able to Approve Cancel Ip Admission,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Dashboard
5.Click on cancel Ip button.
6.Select the Required Record and click on  View Link.
7.Enter Comments and Approve",User should be able to approve cancel IP admissions Details ,Manual,P4,Prabakaran,Low,V16,Function 
AT(Admission Module),TC_173,IP number,Dashboard - Cancel IP - Reject,Verify User is able to Reject Cancel Ip Admission,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Dashboard
5.Click on cancel Ip button.
6.Select the Required Record and click on  View Link.
7.Enter Comments and Reject Button",User should be able to Reject cancel IP admissions Details ,Manual,P4,Prabakaran,Low,V15,Function 
AT(Admission Module),TC_174,,Dashboard - BillableCatMappingMaster,Verify User is able to Pass overRule Option on newly Created Bed Catagory List,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Navigate  Functions -> Master -> Dashboard
5.Click on Billable Cat Mapping Master.
6.Select Billable Bed Category 
7.Select OverRule option as YES/NO
8.Click on save button",OverRule option is Successfully added to the selected Bed Category,Manual,P4,Prabakaran,Low,V7,Function 
AT(Admission Module),TC_175,Successfull Check in,Bed Booking - Bed Booking - Paper,To Verify the user able to create new Bed Booking,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Select Bed booking from Functions drop down.
5.Enter the valid UHID number.
6.Select Type of Booking 
7.Select Admission Note Type as Paper.
8.Select Specializations and Doctor Name
9.Select MLC, Isolation Required, Infectious Check Boxes if required.
10. Upload and Document if needed,and add comments.
11. Select First Choice and Second Choice 
12.Select Expected Admission Date and time and Reason For Booking, Attendent Name, Phone Number, Relationship and Address.
13.Click on save button.",User should be able to create a Bed Booking using Paper Transaction,Automation ,P3,Prabakaran,Medium,V11,Function 
AT(Admission Module),TC_176,Successfull Check in,Bed Booking - Bed Booking - Online,To Verify the user able to create new Bed Booking,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Patient Service Tab and select AT from the drop down.
4.Select Bed booking from Functions drop down.
5.Enter the valid UHID number.
6.Select Type of Booking 
7.Select Admission Note Type as Online.
8.Admisssion Number will be generated.
9.Select First Choice and Select Second Choice option from Dro Down.
10.Select Expected Date and Time and Reason fot Booking.
11. Attendent Name, Phone Number, Relationship and Address.
12.Click on save button.",User should be able to create a Bed Booking using Online Transaction,Automation ,P3,Prabakaran,Medium,V12,Function 
